(2, 0.29999999999999999, 0.33333333333333331, 0.31578947368421056, 0.32432432432432434)
(5, 0.29999999999999999, 0.33333333333333331, 0.31578947368421056, 0.32432432432432434)
(10, 0.29999999999999999, 0.33333333333333331, 0.31578947368421056, 0.32432432432432434)
(15, 0.99901526341703606, 0.98222222222222222, 0.99049511809036517, 0.98634132332087876)
(17,0.633373338667, 0.334222222222, 0.31758468555, 0.325691115214)
(20, 0.998990719543, 0.981777777778, 0.990253457038, 0.985997403412)
(23, 0.633393345336, 0.334666666667, 0.318478760678, 0.326372108807)
(25, 0.999015263417 ,0.982222222222, 0.99049511809 ,0.986341323321)
(30, 0.99906436204264537, 0.98311111111111116, 0.9909775124914324, 0.98702863867749802)
(50, 0.99903981091661131, 0.98266666666666669, 0.99073462072913643, 0.98668415139013577)
(100, 0.99903981091661131, 0.9826666666666668, 0.99073646969835349, 0.98668506833010539)
(200, 0.99903981091661131, 0.9826666666666668, 0.99073646969835349, 0.98668506833010539)
(300, 0.99901526341703606, 0.98222222222222222, 0.99049511809036517, 0.98634132332087876)
