US009052008,43.732224,-96.631485,1,25200,479th Ave,Logan,SD,57030,0.9
US10box_004,42.148826,-102.748325,1,5399,Logan RD,ALLIANCE,NE,69301,
US10box_005,42.319515,-103.070687,1,352,Kearney ST,HEMINGFORD,NE,69348,0.9
US10box_006,42.365336,-102.995017,1,6601,Cass RD,HEMINGFORD,NE,69348,0.9
US10box_007,42.167266,-102.800522,1,5688,Lincoln RD,ALLIANCE,NE,69301,
US10box_008,42.270909,-103.145987,1,7355,GAGE,Hemingford,NE,69348,0.9
US10box_009,42.393523,-102.881006,1,435,65 CRES,Northeast,NE,,
US10box_010,42.112322,-103.434447,1,8831,PERKINS,Hemingford,NE,,
US10box_013,42.115374,-102.889629,1,1221,25TH  W,Northeast,NE,,0.9
US10box_014,42.297396,-102.859623,1,5850,Franklin RD,ALLIANCE,NE,69301,0.9
US10box_020,42.316777,-103.078812,1,300,SIDNEY,Hemingford,NE,69348,
US10box_023,42.408805,-102.789911,1,338,COUNTY ROAD 55 RD,Marple,NE,69348,0.9
US10box_024,42.326271,-102.99369,1,861,66 CRES,Northeast,NE,69348,0.9
US10box_030,42.235919,-103.307505,1,8162,Hayes Rd,Lawn Election Precinct,NE,69348,
US10boyd002,42.909098,-98.849157,1,200,Thayer ST,BUTTE,NE,68722,0.9
US10boyd003,42.914166,-98.659757,1,49299,903 RD,SPENCER,NE,68777,0.9
US10boyd005,42.910088,-98.843198,1,300,George ST,BUTTE,NE,68722,0.9
US10brow001,42.536001,-99.70939,1,487,Spruce ST N,Long Pine,NE,69217,0.9
US10brow003,42.628424,-100.013363,1,28,31 23,Sparks,NE,69214,
US10brow004,42.542047,-100.119457,1,41739,877th RD,Sparks,NE,,
US10brow005,42.673997,-99.769596,1,43531,Teal RD,Sparks,NE,69217,0.9
US10brow006,42.572055,-100.054383,1,300,Center ST,AINSWORTH,NE,69210,0.9
US10brow007,42.700135,-100.067651,1,89001,Norden RD,JOHNSTOWN,NE,69214,0.9
US10brow008,42.324363,-100.061073,1,86249,MOON LAKE AVE,Ainsworth,NE,69214,
US10brow009,42.326134,-100.010386,1,9,27 23,Ainsworth,NE,,0.9
US10buff001,40.782506,-99.102216,1,1680,WEST 111TH SAINT PL,Kearney,NE,68845,0.9
US10buff002,40.706036,-99.114374,1,5,WEDGE WAY,Kearney,NE,68845,0.9
US10buff003,40.945442,-98.846366,1,47577,280th RD,RAVENNA,NE,68869,0.9
US10buff004,40.690491,-99.094209,1,900,16th ST W,KEARNEY,NE,68845,
US10buff005,40.858617,-98.923049,1,41001,190th RD,GIBBON,NE,68840,0.9
US10buff006,40.923931,-99.388112,1,24992,183 Hwy,Harrison,NE,68858,0.9
US10buff007,40.988825,-98.869753,1,45501,325th RD,RAVENNA,NE,68869,0.9
US10buff008,40.959768,-98.963144,1,38001,295th RD,RAVENNA,NE,68869,0.9
US10buff010,40.979509,-99.063763,1,31500,HAWK RD ,PLEASANTON,NE,68866-3167,
US10buff011,40.77255,-98.730784,1,804,COLONY CIR,Shelton,NE,68876,
US10buff012,40.74913,-98.847789,1,1102,US HWY 30,GIBBON,NE,68840,0.9
US10buff013,40.699565,-99.405905,1,2125,Arrow RD,Elm Creek,NE,68836,0.9
US10buff015,40.847378,-99.32772,1,9774,175th RD,Amherst,NE,68812,
US10buff017,40.723412,-99.103529,1,2200,50TH ST W,KEARNEY,NE,68845-2407,0.9
US10buff018,40.664906,-99.085988,1,24,STATE HWY 44,KEARNEY,NE,68847,
US10buff019,40.973741,-98.802404,1,51375,310th RD,Ravenna,NE,68869,0.9
US10buff020,40.740663,-99.065115,1,6707,M AVE,Kearney,NE,68847,0.9
US10buff025,40.741471,-99.159997,1,6864,Cottonmill AVE,KEARNEY,NE,68845,0.9
US10buff034,40.816611,-98.836051,1,14660,Pawnee RD,GIBBON,NE,68840,0.9
US10buff036,40.785276,-99.165424,1,436,Oak ST,RIVERDALE,NE,68870,0.9
US10buff039,40.815643,-98.834989,1,14525,Pawnee RD,Gibbon,NE,68840,0.9
US10burt001,41.726676,-96.156011,1,4290,COUNTY ROAD D RD,Summit,NE,68061,0.9
US10burt002,41.697791,-96.360342,1,2170,COUNTY ROAD B RD,Craig,NE,68019,0.9
US10burt003,41.857725,-96.470413,1,1000,COUNTY ROAD M RD,Oakland,NE,68045,
US10burt004,41.785477,-96.407255,1,1684,COUNTY ROAD H RD,Craig,NE,68019,0.9
US10butl003,41.12317,-97.367414,1,2630,A RD,SURPRISE,NE,68667,
US10butl004,41.220087,-97.348619,1,3290,B RD,Summit,NE,68658,0.9
US10butl005,41.185425,-97.253396,1,3054,Road G,Olive,NE,68658,0.9
US10butl008,41.161212,-96.997738,1,2041,29 RD,Oak Creek,NE,68626,0.9
US10butl010,41.297811,-97.350282,1,3831,B RD,Alexis,NE,68662,0.9
US10butl011,41.322133,-97.344938,1,227,40 RD,RISING CITY,NE,68658,0.9
US10butl013,41.35237,-97.234397,1,800,42 RD,BELLWOOD,NE,68624,0.9
US10butl015,41.07044,-97.368143,1,2262,Road A,Read,NE,68669,0.9
US10butl020,41.255767,-97.130142,1,664,4th St N,David City,NE,68632,0.9
US10cass001,40.994752,-95.897338,1,1804,15th ST S,Omaha,NE,68048,
US10cass005,40.863446,-96.120314,1,4215,132nd ST,WEEPING WATER,NE,68463,
US10cass010,40.804785,-96.446675,1,714,Lakeview DR,EAGLE,NE,68347,0.9
US10cass011,41.029319,-95.986952,1,17907,48th ST,Omaha,NE,68048,0.9
US10ceda001,42.627915,-97.268968,1,605,North Robinson AVE,Hartington,NE,68739,0.9
US10ceda002,42.765654,-97.302874,1,89257,562 AVE,Saint Helena,NE,68736,0.9
US10ceda003,42.496708,-97.427266,1,55448,874th Rd,Precinct,NE,68771,
US10ceda004,42.699475,-97.446103,1,88799,554th AVE,CROFTON,NE,68730,0.9
US10ceda005,42.815508,-97.465081,1,55200,896th Rd,Precinct,NE,68730,
US10ceda006,42.496798,-97.269605,1,56305,874th RD,COLERIDGE,NE,68727,
US10ceda008,42.669489,-97.172463,1,56796,886 RD,Hartington,NE,68739,
US10ceda009,42.565214,-97.13776,1,87881,570 AVE,Coleridge,NE,68727,0.9
US10ceda010,42.743217,-97.17082,1,800,Jones Ave,Wynot,NE,68792,0.9
US10ceda011,42.801211,-97.367247,1,55801,895th RD,SAINT HELENA,NE,68774,0.9
US10ceda012,42.50443,-97.207414,1,311,West Canfield ST,Coleridge,NE,68727,0.9
US10ceda013,42.669489,-97.172463,1,56796,886 RD,Hartington,NE,68739,0.9
US10ceda014,42.395327,-97.032271,1,57511,867 RD,Laurel,NE,68745,0.9
US10ceda015,42.372293,-97.358774,1,704,SOUTH DOUGLAS,Randolph,NE,68771,
US10ceda016,42.597379,-97.020977,1,57566,881st Rd,Precinct,NE,68739,
US10ceda017,42.677737,-97.426247,1,88650,81 Hwy,Precinct,NE,68736,0.9
US10ceda020,42.703322,-97.390396,1,55670,888th RD,FORDYCE,NE,68736,0.9
US10ceda021,42.809233,-97.248414,1,102,East 9th ST,Saint Helena,NE,68774,
US10ceda026,42.728346,-97.246685,1,56409,STATE HWY 12,HARTINGTON,NE,68739,0.9
US10chas001,40.515692,-101.645023,1,433,Court ST,Imperial,NE,69033,0.9
US10chas002,40.46118,-101.591298,1,73386,335 AVE,Imperial,NE,69027,0.9
US10chas003,40.407681,-101.623798,1,72950,334 AVE,IMPERIAL,NE,69033,0.9
US10chas004,40.625542,-101.537642,1,33700,745 RD ,IMPERIAL,NE,69033-3081,0.9
US10chas005,40.548408,-101.774894,1,73992,326 AVE,Imperial,NE,69023,0.9
US10chas006,40.494633,-101.843367,1,32172,736 RD,Venango,NE,,
US10chas007,40.623023,-101.910618,1,74471,318 AVE,Venango,NE,69168,
US10chas008,40.549809,-101.988881,1,74072,314 AVE,Lamar,NE,69023,0.9
US10chas009,40.660716,-101.420375,1,74701,344 AVE,WAUNETA,NE,69045,0.9
US10chas010,40.523423,-101.618917,1,33300,738 RD,IMPERIAL,NE,69033,0.9
US10chas011,40.567009,-101.723815,1,32798,741 RD,Imperial,NE,69033,0.9
US10chas012,40.484224,-101.904379,1,73522,318A AVE,Lamar,NE,69023,0.9
US10chas013,40.677831,-101.914237,1,34898,318 AVE,CHAMPION,NE,69023,0.9
US10chas016,40.523601,-101.988125,1,73852,314 AVE,CHAMPION,NE,69023,
US10chas017,40.614645,-101.344642,1,74409,348 AVE,WAUNETA,NE,69045,0.9
US10chas018,40.509794,-101.362602,1,34698,737 RD,WAUNETA,NE,69045,0.9
US10chas019,40.505608,-101.496863,1,73688,340 AVE,Imperial,NE,69027,
US10chas021,40.428013,-101.43185,1,73152,344 AVE,Wauneta,NE,69045,
US10chas023,40.68438,-101.643141,1,33213,331 AVE,IMPERIAL,NE,69033,0.9
US10chas024,40.364908,-101.436626,1,34304,727 RD,WAUNETA,NE,69045,0.9
US10chas025,40.421854,-101.722782,1,73001,328 AVE,CHAMPION,NE,69023,0.9
US10chas026,40.624555,-101.780489,1,74400,323 AVE,IMPERIAL,NE,69033,0.9
US10chas027,40.470364,-101.748083,1,460,Second ST,Imperial,NE,69023,
US10chas028,40.465563,-101.532965,1,73397,338 AVE,Imperial,NE,69027,
US10chas029,40.443399,-101.784577,1,73262,325 AVE,Imperial,NE,69023,
US10chas030,40.580329,-101.419715,1,74198,344 AVE,WAUNETA,NE,69045,
US10chas031,40.378925,-101.542176,1,33799,728 RD,ENDERS,NE,69027,0.9
US10chas032,40.377836,-101.85499,1,72799,321 RD,HAIGLER,NE,69030,
US10chas033,40.393086,-101.77941,1,32499,729 RD,CHAMPION,NE,69023,0.9
US10chas034,40.427816,-101.490099,1,34052,6 HWY,Ough Election Precinct,NE,,0.9
US10chas035,40.654632,-101.438338,1,34316,747 RD,Logan Election Precinct,NE,,
US10chas036,40.63695,-101.456962,1,74561,342 AVE,Imperial,NE,69027,0.9
US10cher001,42.344624,-101.110331,1,1,27 33,Mother Lake Election Precinct,NE,,
US10cher004,42.139882,-100.525743,1,13,25 28,Mother Lake Election Precinct,NE,,0.9
US10cher005,42.872008,-100.544842,1,500,1st ST E,VALENTINE,NE,69201,
US10cher006,42.295984,-100.216357,1,22,27 25,Ainsworth,NE,,
US10cher007,42.952566,-100.714646,1,3,34 29,Crookston,NE,69212,0.9
US10cher008,42.987496,-100.232999,1,23,35 25,Sparks,NE,,
US10cher009,42.45848,-100.565423,1,26,29 28,Sparks,NE,,
US10cher010,42.193169,-101.778542,1,86401,Ponderosa RD,HYANNIS,NE,69350,0.9
US10cher011,42.662778,-100.486768,1,16,31 27,Sparks,NE,,0.9
US10cher012,42.474814,-100.904697,1,24,29 31,Sparks,NE,,
US10cher013,42.356962,-100.643328,1,36,28 29,Merriman,NE,,
US10cher014,42.297761,-100.355801,1,21,27 26,Ainsworth,NE,,
US10cher016,42.937296,-101.244039,1,308,Cherry ST N,Cody,NE,69211,0.9
US10cher017,42.703683,-100.626183,1,32,28,Sparks,NE,,
US10cher018,42.992318,-101.699361,1,20,35 37,Merriman,NE,,0.9
US10cher019,42.865218,-101.405791,1,2,33 35,Cody,NE,,0.9
US10cher022,42.977136,-100.573497,1,90725,US HWY 83,VALENTINE,NE,69201,0.9
US10cher023,42.631889,-100.665769,1,25,31 29,Sparks,NE,,0.9
US10cher024,42.821632,-101.284265,1,23,33 34,Cody,NE,,0.9
US10cher025,42.658564,-100.271637,1,17,31 25,Sparks,NE,69221,0.9
US10cher026,42.420191,-101.563563,1,7,28 36,Merriman,NE,,
US10cher027,42.894077,-101.268967,1,25,34 34,Cody,NE,,0.9
US10cher028,42.808024,-101.617324,1,25,33 37,Merriman,NE,,0.9
US10cher032,42.661109,-100.66299,1,13,31 29,Sparks,NE,,
US10chey002,41.263804,-102.886324,1,12145,38 RD,Gurley,NE,69141,
US10chey003,41.409757,-102.97199,1,418,State ST,Dalton,NE,69131,0.9
US10chey004,41.155144,-103.107145,1,2244,99 RD,Brownson,NE,69162,0.9
US10chey005,41.038651,-102.959362,1,631,115 RD,Sidney,NE,69162,
US10chey007,41.127267,-102.970147,1,2598,Shelby Dr,Sidney,NE,69162,0.9
US10chey008,41.149042,-102.635449,1,831,BATES BLVD,Lodgepole,NE,69149,0.9
US10chey009,41.105776,-102.810528,1,12917,16 RD,SIDNEY,NE,69162,
US10chey010,41.378889,-103.05012,1,5284,105 RD,DALTON,NE,69131,
US10chey012,41.221733,-102.725318,1,3200,Road 139 Rd,Lodgepole Election Precinct,NE,69149,0.9
US10chey013,41.225208,-102.844943,1,12590,32 RD,Colton,NE,69162,0.9
US10chey014,41.394828,-103.031685,1,5490,107 RD,Dalton,NE,69131,
US10chey015,41.292223,-102.801968,1,4170,131 RD,GURLEY,NE,69141,
US10chey016,41.413497,-102.699528,1,5826,141 RD,Cisco,NE,69131,0.9
US10chey017,41.210522,-103.299228,1,3019,79 RD,Potter,NE,69156,0.9
US10chey018,41.375677,-103.109525,1,5268,99 RD,Union Valley Election Precinct,NE,69162,
US10chey019,41.325694,-102.992526,1,4628,111 RD,Gurley,NE,69141,0.9
US10chey021,41.155095,-102.984203,1,1601,MANOR RD ,SIDNEY,NE,69162-1181,0.9
US10chey022,41.129909,-102.962625,1,316,College DR,SIDNEY,NE,69162,
US10chey024,41.41889,-102.983069,1,5800,Road 111,Dalton,NE,69141,0.9
US10chey025,41.128899,-102.969909,1,2428,Dawn DR,Sidney,NE,69162,0.9
US10chey026,41.259397,-103.264724,1,3666,83 RD,Potter Election Precinct,NE,69156,
US10chey027,41.177992,-103.203139,1,2598,89 RD,POTTER,NE,69156,0.9
US10chey028,41.033232,-102.928839,1,11872,6 RD,Sidney Rural Election Precinct,NE,69162,0.9
US10chey029,41.394498,-103.368113,1,7152,56 RD,Potter Election Precinct,NE,69156,
US10chey030,41.38694,-103.294732,1,7919,56 RD,Potter Election Precinct,NE,69156,
US10chey031,41.178118,-102.647867,1,14700,Road 26 Rd,Lodgepole,NE,69149,
US10chey032,41.067623,-102.629442,1,1032,149 RD,LODGEPOLE,NE,69149,0.9
US10chey033,41.02357,-103.268383,1,470,Road 83,Lorenzo Election Precinct,NE,69162,
US10chey034,41.26478,-102.988874,1,9799,38 RD,GURLEY,NE,69162,
US10chey035,41.118414,-103.117958,1,9727,18 RD,Lorenzo,NE,69162,0.9
US10chey036,41.13404,-103.224117,1,8585,20 RD,Potter,NE,69162,0.9
US10chey037,41.062176,-103.222133,1,1000,Road 87 Rd,Mount Vernon,NE,69162,0.9
US10chey038,41.236115,-102.694264,1,14162,Road 34,Lodgepole Election Precinct,NE,69149,
US10chey041,41.202433,-103.165512,1,9217,US HWY 30,POTTER,NE,69162,0.9
US10chey045,41.280849,-102.932421,1,11720,40 RD,Gurley,NE,69141,0.9
US10chey046,41.194118,-103.218851,1,2809,87 RD,Potter,NE,69156,0.9
US10chey047,41.004304,-102.937628,1,11700,2 RD,SIDNEY,NE,69162,
US10chey049,41.047628,-103.199473,1,9000,ROAD 8  ,SIDNEY,NE,69162-4134,
US10chey053,41.08442,-102.667736,1,1417,145 RD,LODGEPOLE,NE,69149,0.9
US10chey056,41.351584,-102.809633,1,13020,50 RD,Gurley,NE,69141,0.9
US10clay002,40.35047,-97.897125,1,2198,1 RD,EDGAR,NE,68935,0.9
US10clay004,40.532241,-98.10704,1,31360,K RD,Harvard,NE,68841,0.9
US10clay005,40.403434,-97.995104,1,30471,Q RD,EDGAR,NE,68935,
US10clay007,40.509653,-98.24381,1,295,312 RD,Level,NE,68941,
US10clay008,40.45229,-98.051421,1,30798,STATE HWY 14,FAIRFIELD,NE,68938,0.9
US10clay009,40.611258,-98.276722,1,100,319 RD,HASTINGS,NE,68901,0.9
US10clay012,40.669586,-98.167995,1,698,323 RD,HARVARD,NE,68944,0.9
US10clay013,40.462141,-98.069677,1,30862,M RD,Clay Center,NE,68938,
US10clay015,40.611586,-97.85236,1,598,6 Hwy,Sutton,NE,68979,0.9
US10clay017,40.452043,-97.906497,1,2051,308 RD,EDGAR,NE,68935,
US10clay018,40.525861,-98.053622,1,201,GEORGE ST E,CLAY CENTER,NE,68933-1038,
US10clay019,40.544305,-98.251236,1,400,BLK MISSOURI,400 Blk Iowa,NE,,
US10clay020,40.530936,-98.108419,1,31300,K RD,CLAY CENTER,NE,68933,0.9
US10clay021,40.48633,-98.108319,1,31000,K RD,CLAY CENTER,NE,68933,
US10clay023,40.447166,-98.051414,1,30700,STATE HWY 14,FAIRFIELD,NE,68938,0.9
US10clay024,40.693862,-98.053203,1,32471,N RD,Harvard,NE,,
US10clay025,40.422946,-98.219336,1,401,306 RD,FAIRFIELD,NE,68938,0.9
US10clay027,40.452503,-98.21955,1,440,308 RD,Little Blue,NE,68941,
US10clay029,40.408562,-98.108708,1,1001,305 RD,FAIRFIELD,NE,68938,
US10clay037,40.596726,-97.867253,1,2,United States Highway 6,Sutton,NE,68979,0.9
US10clay039,40.623387,-98.091597,1,407,EAST 7TH,Clay Center,NE,68944,0.9
US10clay041,40.520011,-98.052474,1,213,SOUTH CLAY,Clay Center,NE,68933,
US10colf001,41.702322,-97.07894,1,2200,10 RD,CLARKSON,NE,68629,0.9
US10colf002,41.583305,-97.002709,1,1400,ROAD 14  ,ROGERS,NE,68659-2729,0.9
US10colf003,41.597709,-97.16142,1,573,County RD O,CLARKSON,NE,68629,0.9
US10colf005,41.418541,-97.252536,1,382,ROAD 1  ,COLUMBUS,NE,68601-9050,0.9
US10cumi002,41.805261,-96.690727,1,531,COUNTY RD 18,WEST POINT,NE,68788,
US10cumi003,41.864397,-96.79925,1,932,12TH ROAD LOT 1,West Point,NE,68788,
US10cumi005,41.913216,-96.641071,1,2049,M RD,West Point,NE,68788,0.9
US10cumi006,41.982334,-96.90996,1,500,D AVE E,WISNER,NE,68791,0.9
US10cumi007,41.820107,-96.710247,1,1944,United States Highway 275,West Point,NE,68788,0.9
US10cumi008,41.930117,-96.807978,1,305,Lambrecht ST,Beemer,NE,68716,0.9
US10cumi009,42.002807,-96.571849,1,2417,STATE HWY 51,BANCROFT,NE,68004,0.9
US10cumi010,41.798148,-96.792981,1,1277,East RD,West Point,NE,68788,0.9
US10cumi011,42.003515,-96.709517,1,1700,HIGHWAY 51  ,BANCROFT,NE,68004-4002,0.9
US10cumi012,42.014887,-96.575571,1,101,Nebraska ST,BANCROFT,NE,68004,
US10cust001,41.131819,-99.75179,1,43338,780 RD,Oconto,NE,68860,
US10cust002,41.654638,-99.462074,1,81599,Union RD W,SARGENT,NE,68874,
US10cust003,41.420607,-100.192962,1,102,2ND AVE E,Arnold,NE,69120,
US10cust004,41.148598,-100.195187,1,41001,780 DR,GOTHENBURG,NE,69138,0.9
US10cust005,41.271481,-99.529145,1,78999,445 RD,BROKEN BOW,NE,68822,0.9
US10cust007,41.2898,-99.376108,1,79048,US HWY 183,ANSLEY,NE,68814,
US10cust008,41.524855,-99.715521,1,80706,Table RD E,Merna,NE,68856,0.9
US10cust009,41.52849,-99.836412,1,42949,Dale Valley RD,Merna,NE,68856,0.9
US10cust010,41.172651,-99.616078,1,44050,PRESSEYROAD  E,Buckeye,NE,,0.9
US10cust011,41.501892,-100.021161,1,80549,420 RD,Cliff,NE,68856,0.9
US10cust012,41.629264,-99.90894,1,81419,426 RD,Anselmo,NE,68813,
US10cust013,41.646203,-99.919607,1,42529,Pioneer RD,Anselmo,NE,68813,
US10cust014,41.542361,-100.068859,1,80829,Eureka Valley RD,Pleasant Hill,NE,,0.9
US10cust015,41.716732,-99.983913,1,42199,Rifle Creek RD,ANSELMO,NE,68813,0.9
US10cust016,41.600479,-99.750115,1,81201,Victoria Springs RD,ANSELMO,NE,68813,0.9
US10cust017,41.225882,-99.662434,1,78601,438 RD,BROKEN BOW,NE,68822,0.9
US10cust020,41.277356,-100.158253,1,79001,412 RD,GOTHENBURG,NE,69138,
US10cust021,41.451771,-99.974656,1,42299,802 RD,MERNA,NE,68856,0.9
US10cust022,41.409215,-99.469568,1,0,STATE HWY 70,Westerville,NE,68814,0.9
US10cust027,41.711986,-99.702844,1,81952,Gates RD,ANSELMO,NE,68813,0.9
US10cust028,41.640468,-99.390336,1,45274,Sargent Main ST W,SARGENT,NE,68874,0.9
US10cust029,41.556593,-99.236384,1,309,Main ST,COMSTOCK,NE,68828,
US10cust032,41.423017,-99.886158,1,80001,Anselmo RD,MERNA,NE,68856,0.9
US10cust039,41.288889,-99.923916,1,100,Morse St E,Callaway,NE,68825,0.9
US10cust040,41.287273,-99.706115,1,79056,Ash Creek Canyon RD,Broken Bow,NE,68822,
US10cust041,41.400538,-99.584801,1,44250,70 HWY,Broken Bow,NE,68822,
US10cust042,41.628638,-99.742256,1,43453,Cedar Lake RD,Milburn,NE,68813,
US10cust045,41.411949,-99.637832,1,639,H ST N,Broken Bow,NE,68822,
US10dako002,42.347934,-96.61872,1,2298,Pigeon AVE,HUBBARD,NE,68741,0.9
US10dako003,42.387893,-96.591711,1,121,Iowa ST,Jackson,NE,68741,0.9
US10dawe001,42.829339,-102.99413,1,259,Chapin ST,Chadron,NE,69337,
US10dawe002,42.830277,-102.995655,1,425,East 2nd ST,Chadron,NE,69337,0.9
US10dawe003,42.769306,-103.021635,1,321,Buttermilk RD,Chadron,NE,69337,0.9
US10dawe005,42.717917,-103.011104,1,15945,US HWY 385,CHADRON,NE,69337,0.9
US10dawe006,42.673322,-103.281795,1,617,West Ash Creek RD,Crawford,NE,69339,
US10dawe007,42.803314,-103.05143,1,234,Goffena RD,Chadron,NE,69337,0.9
US10dawe010,42.626288,-102.812678,1,236,Carlson RD,HAY SPRINGS,NE,69347,0.9
US10dawe011,42.560523,-103.069526,1,861,Table Center RD,MARSLAND,NE,69354,
